,CASRN,Synonym,id,Dup_Name_Flag
203029,1750-36-3,N-Benzylidenaniline,,True
203027,1750-36-3,Benzalaniline,,True
203031,1750-36-3,Benzaldehyde anil,,True
203405,1764-85-8,Flurese (VAN),,True
203462,1768-31-6,4-01-00-03222 (Beilstein Handbook Reference),,True
203679,1783-96-6,4-04-00-02998 (Beilstein Handbook Reference),,True
203737,1786-81-8,Citanest,,True
203845,1788-93-8,5-24-03-00131 (Beilstein Handbook Reference),,True
203906,1794-86-1,CX,,True
204227,1809-20-7,4-01-00-01475 (Beilstein Handbook Reference),,True
204299,1814-64-8,PAPP,,True
204434,1821-12-1,Phenylbutyrate,,True
204694,1832-54-8,IMP,,True
204838,1836-75-5,Nitrophen,,True
204839,1836-75-5,Nitrophene,,True
205010,1846-76-0,5-18-08-00323 (Beilstein Handbook Reference),,True
205231,1855-36-3,5-17-01-00605 (Beilstein Handbook Reference),,True
205301,1861-32-1,DCPA,,True
205466,1867-58-9,Distraneurin,,True
205785,1882-26-4,Anginine,,True
205844,1884-24-8,Cinarcaf,,True
205846,1885-14-9,4-06-00-00629 (Beilstein Handbook Reference),,True
205937,1888-71-7,4-01-00-00753 (Beilstein Handbook Reference),,True
206071,1892-80-4,BZT,,True
206489,1912-24-9,Fenatrol,,True
206487,1912-24-9,Fenamin,,True
206504,1912-24-9,Primatol,,True
206466,1912-24-9,Candex,,True
206543,1912-26-1,4-26-00-01208 (Beilstein Handbook Reference),,True
206575,1912-30-7,EES,,True
206578,1912-31-8,4-04-00-00013 (Beilstein Handbook Reference),,True
206585,1912-31-8,2-Propyl methanesulfonate,,True
206699,1917-92-6,3-06-00-00706 (Beilstein Handbook Reference),,True
206764,1918-00-9,Compound B,,True
206964,1926-48-3,Phenbenicillin,,True
207038,1928-38-7,4-06-00-00909 (Beilstein Handbook Reference),,True
207039,1928-38-7,"2,4-D esters",,True
207054,1928-43-4,3-06-00-00706 (Beilstein Handbook Reference),,True
207066,1928-44-5,3-06-00-00706 (Beilstein Handbook Reference),,True
207095,1928-47-8,4-06-00-00975 (Beilstein Handbook Reference),,True
207096,1928-47-8,"2,4,5-T esters",,True
207121,1928-61-6,"2,4-D esters",,True
207154,1929-73-3,Esteron 99 Concentrate,,True
207157,1929-73-3,Planotox,,True
207158,1929-73-3,Silvaprop 1,,True
207160,1929-73-3,Weedone 100 Emulsifiable,,True
207135,1929-73-3,"2,4-D esters",,True
207169,1929-77-7,4-04-00-00487 (Beilstein Handbook Reference),,True
207622,1936-15-8,Orange G,,True
207651,1936-15-8,Acid Leather Orange G,,True
207924,1940-43-8,4-06-00-06659 (Beilstein Handbook Reference),,True
208081,1948-33-0,Sustane,,True
208059,1948-33-0,4-06-00-06013 (Beilstein Handbook Reference),,True
208154,1950-08-9,5-23-03-00231 (Beilstein Handbook Reference),,True
208269,1953-04-4,Nivaline,,True
208268,1953-04-4,Nivalin,,True
208281,1953-38-4,4-13-00-02237 (Beilstein Handbook Reference),,True
208785,1982-37-2,Tacaryl,,True
208948,1985-46-2,4-26-00-01256 (Beilstein Handbook Reference),,True
209119,1991-83-9,p-Nitrophenylalanine,,True
209409,2008-39-1,Desormone,,True
210129,2035-99-6,4-02-00-00988 (Beilstein Handbook Reference),,True
210478,2049-96-9,4-09-00-00292 (Beilstein Handbook Reference),,True
210509,2050-08-0,4-10-00-00153 (Beilstein Handbook Reference),,True
210622,2050-68-2,Polychlorobiphenyl,,True
210767,2051-85-6,Oil Yellow GG,,True
210752,2051-85-6,Fat Orange G,,True
210753,2051-85-6,Fat Orange G (VAN),,True
210828,2052-14-4,4-10-00-00153 (Beilstein Handbook Reference),,True
211067,2058-67-5,4-16-00-00454 (Beilstein Handbook Reference),,True
211159,2062-84-2,Anquil,,True
211247,2068-78-2,NSC 67574,,True
211273,2072-71-1,4-04-00-03150 (Beilstein Handbook Reference),,True
211321,2074-87-5,Carbon nitride,,True
211439,2079-89-2,BAPN fumarate,,True
211453,2080-32-2,4-14-00-02704 (Beilstein Handbook Reference),,True
211465,2082-79-3,AO 4,,True
211738,2095-57-0,5-24-09-00164 (Beilstein Handbook Reference),,True
211815,2098-66-0,Androcur,,True
211824,2100-17-6,4-01-00-03459 (Beilstein Handbook Reference),,True
211932,2104-64-5,Santox,,True
212526,2135-17-3,Flucort,,True
212557,2136-79-0,3-09-00-04257 (Beilstein Handbook Reference),,True
212618,2139-47-1,Nicodon,,True
212761,2145-14-4,NSC 402007,,True
212825,2150-02-9,Dithiodiglycol (VAN),,True
212824,2150-02-9,Dithiodiglycol,,True
212998,2152-34-3,Phenalone,,True
213061,2152-44-5,Hormezon,,True
213037,2152-44-5,Valisone,,True
213084,2153-13-1,NSC 135784,,True
213236,2156-96-9,4-02-00-01467 (Beilstein Handbook Reference),,True
213433,2163-80-6,Sodium methylarsonate,,True
213785,2176-62-7,5-20-05-00422 (Beilstein Handbook Reference),,True
213862,2179-57-9,FEMA No. 3533,,True
213878,2179-59-1,4-01-00-02098 (Beilstein Handbook Reference),,True
213945,2181-04-6,Osyrol,,True
213955,2181-42-2,"Sulfonium, trimethyl-, iodide",,True
213964,2181-76-2,Betanidine,,True
214145,2192-20-3,Aterax,,True
214141,2192-20-3,Paxistil,,True
214150,2192-20-3,Hydroxyzine hydrochloride,,True
214151,2192-20-3,Hydroxyzine HCl,,True
214139,2192-20-3,Atazina,,True
214198,2196-14-7,5-18-04-00083 (Beilstein Handbook Reference),,True
214334,2201-15-2,PCE,,True
214385,2203-97-6,Hydrocortisone hemisuccinate,,True
214551,2209-86-1,Gentimon,,True
214595,2210-63-1,5-24-05-00400 (Beilstein Handbook Reference),,True
214880,2216-51-5,FEMA No. 2665,,True
214908,2216-68-4,4-12-00-03013 (Beilstein Handbook Reference),,True
215011,2217-44-9,Bilitrast,,True
215054,2217-60-9,4-06-00-06019 (Beilstein Handbook Reference),,True
215165,2222-33-5,Dibenzosuberone,,True
215460,2234-13-1,4-05-00-01665 (Beilstein Handbook Reference),,True
215517,2235-15-6,4-07-00-01354 (Beilstein Handbook Reference),,True
215633,2235-97-4,DMA,,True
215708,2240-14-4,Reactivan,,True
215774,2243-27-8,4-02-00-01024 (Beilstein Handbook Reference),,True
215846,2243-76-7,C.I. Mordant Orange 1,,True
216032,2252-63-3,Fluoperazine,,True
216265,2270-40-8,DAS,,True
216406,2274-01-3,4-03-00-00117 (Beilstein Handbook Reference),,True
216416,2274-11-5,4-02-00-01469 (Beilstein Handbook Reference),,True
216518,2275-18-5,FAC,,True
216944,2300-66-5,Banvel,,True
217134,2304-85-0,4-07-00-02630 (Beilstein Handbook Reference),,True
217166,2305-21-7,FEMA No. 2562,,True
217470,2312-73-4,BPA,,True
217530,2314-09-2,Flurenol,,True
217529,2314-09-2,Flurecol,,True
217524,2314-09-2,Flurenol [ISO],,True
217571,2315-02-8,Nezeril,,True
217582,2315-02-8,Mucinex,,True
217551,2315-02-8,H 990,,True
218203,2364-44-5,4-06-00-03348 (Beilstein Handbook Reference),,True
218496,2375-03-3,Medrate,,True
218461,2375-03-3,A-Methapred,,True
218705,2381-16-0,4-05-00-02567 (Beilstein Handbook Reference),,True
218714,2381-21-7,4-05-00-02475 (Beilstein Handbook Reference),,True
218750,2381-40-0,5-20-08-00539 (Beilstein Handbook Reference),,True
219131,2392-39-4,Dezone,,True
219133,2392-39-4,Dexacort,,True
219124,2392-39-4,Turbinaire,,True
219140,2393-23-9,p-Anisylamine,,True
219304,2401-85-6,4-05-00-01681 (Beilstein Handbook Reference),,True
219478,2410-93-7,alpha-Methopterin,,True
219585,2418-14-6,DMSA,,True
219575,2418-14-6,3-03-00-01033 (Beilstein Handbook Reference),,True
219725,2425-06-1,5-21-10-00136 (Beilstein Handbook Reference),,True
219794,2425-25-4,4-03-00-00619 (Beilstein Handbook Reference),,True
219826,2425-66-3,Chloronitropropane,,True
220086,2426-54-2,4-04-00-01477 (Beilstein Handbook Reference),,True
220694,2430-27-5,Diprozin,,True
220680,2430-27-5,3-02-00-00807 (Beilstein Handbook Reference),,True
220780,2432-87-3,Dioctyl sebacate,,True
220788,2432-90-8,4-09-00-03186 (Beilstein Handbook Reference),,True
220950,2437-98-1,4-12-00-00379 (Beilstein Handbook Reference),,True
221050,2438-88-2,3-06-00-00842 (Beilstein Handbook Reference),,True
221172,2439-35-2,4-04-00-01431 (Beilstein Handbook Reference),,True
221375,2444-46-4,4-13-00-02588 (Beilstein Handbook Reference),,True
221403,2444-49-7,FEMA No. 3533,,True
221471,2445-76-3,4-02-00-00709 (Beilstein Handbook Reference),,True
221786,2459-09-8,N-Methylisonicotinate,,True
221936,2463-84-5,Bayer 22/190,,True
221945,2463-84-5,Chlorthion,,True
222039,2465-27-2,Auramine OO,,True
222154,2467-02-9,Bisphenol F,,True
222633,2483-57-0,4-02-00-00537 (Beilstein Handbook Reference),,True
222849,2491-71-6,C.I. Food Yellow 6 (VAN),,True
223017,2497-06-5,4-01-00-02465 (Beilstein Handbook Reference),,True
223030,2497-07-6,4-01-00-02465 (Beilstein Handbook Reference),,True
223134,2498-77-3,4-05-00-02561 (Beilstein Handbook Reference),,True
223151,2499-95-8,4-02-00-01466 (Beilstein Handbook Reference),,True
223374,2508-79-4,Aldomet,,True
223731,2524-03-0,CCRIS 2752,,True
223954,2530-85-0,Z 6030,,True
223953,2530-85-0,Q 174,,True
224078,2536-31-4,CF 125,,True
224074,2536-31-4,Chlorflurenol,,True
224262,2539-17-5,4-06-00-05620 (Beilstein Handbook Reference),,True
224272,2539-53-9,4-08-00-01765 (Beilstein Handbook Reference),,True
224354,2541-69-7,4-05-00-02564 (Beilstein Handbook Reference),,True
224399,2545-59-7,"2,4,5-T esters",,True
224440,2545-60-0,Tordon 22K,,True
224439,2545-60-0,Tordon 10K,,True
224973,2576-92-3,Isoetharine hydrochloride,,True
225110,2580-56-5,Victoria Pure Blue B,,True
225172,2581-07-9,4-27-00-02889 (Beilstein Handbook Reference),,True
225369,2588-06-9,4-01-00-03090 (Beilstein Handbook Reference),,True
225510,2594-20-9,4-04-00-00520 (Beilstein Handbook Reference),,True
225620,2597-03-7,NSC 190978,,True
225622,2597-03-7,PAP,,True
225716,2600-69-3,4-01-00-03090 (Beilstein Handbook Reference),,True
225778,2602-46-2,Diamine Blue,,True
226032,2610-10-8,Saturn Red,,True
226431,2618-22-6,NSC 521778,,True
226961,2633-54-7,4-06-00-00994 (Beilstein Handbook Reference),,True
226981,2634-33-5,Proxan,,True
227113,2636-92-2,D-Mannosamine,,True
227163,2639-63-6,4-02-00-00791 (Beilstein Handbook Reference),,True
227254,2642-71-9,Gusathion K,,True
227250,2642-71-9,Gusathion,,True
227209,2642-71-9,4-26-00-00460 (Beilstein Handbook Reference),,True
227332,2644-64-6,DPPC,,True
227897,2668-24-8,4-06-00-05620 (Beilstein Handbook Reference),,True
227909,2668-66-8,HMS,,True
227984,2671-59-2,Indole alkaloid,,True
227987,2671-68-3,4-06-00-04188 (Beilstein Handbook Reference),,True
228027,2674-91-1,4-01-00-02493 (Beilstein Handbook Reference),,True
228115,2678-21-9,Olpisan,,True
228161,2680-03-7,4-04-00-00189 (Beilstein Handbook Reference),,True
228232,2682-20-4,MIT,,True
228334,2687-94-7,5-21-06-00330 (Beilstein Handbook Reference),,True
228343,2687-96-9,5-21-06-00330 (Beilstein Handbook Reference),,True
228409,2691-46-5,Bietamiverine HCl,,True
228479,2698-38-6,4-06-00-01991 (Beilstein Handbook Reference),,True
228494,2698-40-0,3-06-00-01266 (Beilstein Handbook Reference),,True
228606,2703-37-9,4-01-00-02464 (Beilstein Handbook Reference),,True
228698,2706-50-5,Psychedrine,,True
228736,2709-56-0,Emergil,,True
228734,2709-56-0,N 7009,,True
228955,2735-04-8,CCRIS 5729,,True
228997,2740-04-7,Remeflin (VAN),,True
229545,2768-02-7,4-04-00-04256 (Beilstein Handbook Reference),,True
229799,2782-57-2,ACL-59,,True
229906,2783-94-0,Food Yellow No. 5,,True
230199,2792-66-7,"Aspartic acid, 2-methyl-",,True
230311,2801-21-0,4-27-00-01864 (Beilstein Handbook Reference),,True
230345,2807-30-9,4-01-00-02379 (Beilstein Handbook Reference),,True
230401,2809-21-4,EHDP,,True
230680,2825-60-7,Dermacort,,True
230730,2827-46-5,4-26-00-01256 (Beilstein Handbook Reference),,True
230788,2832-19-1,4-02-00-00490 (Beilstein Handbook Reference),,True
230962,2835-39-4,4-02-00-00899 (Beilstein Handbook Reference),,True
231028,2835-99-6,4-13-00-01698 (Beilstein Handbook Reference),,True
231669,2876-78-0,4-09-00-02425 (Beilstein Handbook Reference),,True
231734,2882-21-5,FEMA No. 3183,,True
231740,2882-22-6,FEMA No. 3183,,True
232118,2899-95-8,Reichstein's substance E,,True
232117,2899-95-8,20beta-Dihydrocortisol,,True
232484,2922-20-5,Butaxaminum,,True
232482,2922-20-5,Butaxamina,,True
232561,2929-14-8,4-22-00-02513 (Beilstein Handbook Reference),,True
232659,2937-50-0,4-03-00-00029 (Beilstein Handbook Reference),,True
232783,2943-75-1,A 137,,True
233137,2971-22-4,4-05-00-01882 (Beilstein Handbook Reference),,True
233181,2971-38-2,"2,4-D esters",,True
233224,2973-10-6,4-01-00-01474 (Beilstein Handbook Reference),,True
233260,2974-92-7,Polychlorobiphenyl,,True
233311,2980-32-7,5-18-05-00193 (Beilstein Handbook Reference),,True
233411,2986-19-8,S-Methylisothiourea sulfate,,True
233897,3012-37-1,Tropeolin,,True
233945,3015-65-4,3-04-00-00129 (Beilstein Handbook Reference),,True
234197,3033-77-0,Glytac,,True
234368,3040-44-6,2-Piperidineethanol,,True
234527,3051-11-4,C.I. Direct Yellow 4,,True
234607,3055-94-5,4-01-00-02402 (Beilstein Handbook Reference),,True
234917,3068-88-0,3-Hydroxybutyric acid lactone,,True
235139,3081-61-6,HSDB 5732,,True
235221,3084-50-2,4-04-00-03465 (Beilstein Handbook Reference),,True
235258,3085-82-3,N-Phenyl-N'-isopropyl-p-phenylenediamine,,True
235401,3089-11-0,4-26-00-01274 (Beilstein Handbook Reference),,True
235609,3100-04-7,MCP,,True
235641,3102-00-9,4-06-00-00590 (Beilstein Handbook Reference),,True
235741,3109-01-1,NSC 52437,,True
235742,3109-01-1,NSC 50909,,True
235760,3111-71-5,Perphenazine HCl,,True
235814,3114-44-1,RS 1280,,True
235817,3114-44-1,Luteran,,True
235816,3114-44-1,Lormin,,True
235815,3114-44-1,STG 155,,True
235812,3114-44-1,ICI 39575,,True
235813,3114-44-1,NSC 92338,,True
235810,3114-44-1,Verton,,True
235809,3114-44-1,Gestafortin,,True
235811,3114-44-1,Normenon,,True
235978,3118-97-6,Oil Scarlet (VAN),,True
235971,3118-97-6,Oil Scarlet,,True
236006,3118-97-6,1-Xylylazo-2-naphthol,,True
235967,3118-97-6,Oil Orange XO,,True
235965,3118-97-6,Oil Orange R (VAN),,True
235961,3118-97-6,Oil Orange R,,True
236040,3121-61-7,4-02-00-01469 (Beilstein Handbook Reference),,True
236158,3125-77-7,4-13-00-00089 (Beilstein Handbook Reference),,True
236278,3130-76-5,N-Phthaloyl GABA,,True
236354,3132-64-7,5-17-01-00023 (Beilstein Handbook Reference),,True
236460,3143-89-3,C-73,,True
237504,3202-84-4,Tardisal,,True
237542,3209-22-1,4-05-00-00725 (Beilstein Handbook Reference),,True
237588,3214-47-9,Direct Fast Yellow R,,True
237710,3223-07-2,Alkeran,,True
237709,3223-07-2,SK 15673,,True
237879,3234-85-3,3-10-00-01641 (Beilstein Handbook Reference),,True
237961,3239-45-0,Adifax,,True
238121,3248-91-7,Fuchsine SBP,,True
238332,3254-89-5,Vontrol,,True
238312,3254-89-5,Cephadol,,True
238375,3257-28-1,Food Red 2,,True
238603,3269-83-8,"Benzoic acid, 4-amino-2-hydroxy-, compd. with N,N-dimethyl-gamma-phenyl-2-pyridinepropanamine",,True
238699,3275-64-7,DMT,,True
238727,3278-46-4,TCP,,True
238725,3278-46-4,Omnidel,,True
238900,3290-70-8,TCBA,,True
239254,3319-31-1,TOTM,,True
239416,3329-16-6,Narcotal,,True
239506,3337-71-1,Asulox,,True
239569,3340-94-1,5-20-08-00528 (Beilstein Handbook Reference),,True
239881,3351-28-8,4-05-00-02572 (Beilstein Handbook Reference),,True
239888,3351-30-2,4-05-00-02572 (Beilstein Handbook Reference),,True
239901,3351-32-4,3-05-00-02395 (Beilstein Handbook Reference),,True
240316,3383-96-8,Nephis,,True
240338,3383-96-8,Etidronsaeure,,True
240923,3415-90-5,4-08-00-01001 (Beilstein Handbook Reference),,True
241035,3424-82-6,4-05-00-02177 (Beilstein Handbook Reference),,True
241142,3426-62-8,"2,3,6-Trichlorobenzoic acid",,True
241144,3426-62-8,Trysben,,True
241175,3428-24-8,4-06-00-05617 (Beilstein Handbook Reference),,True
241192,3432-25-5,4-27-00-01851 (Beilstein Handbook Reference),,True
241476,3452-97-9,Nonanol,,True
241572,3459-20-9,Glycodiazin,,True
241994,3483-84-9,PTMA,,True
242036,3485-14-1,Wypicil,,True
242217,3505-38-2,Allergefon,,True
242368,3520-72-7,Orange G,,True
242711,3531-43-9,4-04-00-04312 (Beilstein Handbook Reference),,True
242761,3536-49-0,Patent Blue V,,True
242765,3536-49-0,Bleu patente V,,True
242766,3536-49-0,L-Blau 3,,True
242760,3536-49-0,Patent Blue,,True
242752,3536-49-0,Food Blue 3,,True
242986,3546-29-0,Kemithal,,True
243227,3562-84-3,5-18-02-00335 (Beilstein Handbook Reference),,True
243459,3564-66-7,5-20-08-00099 (Beilstein Handbook Reference),,True
243461,3564-66-7,BRN 1321466,,True
243477,3564-75-8,FI 6120,,True
243473,3564-75-8,5-20-08-00099 (Beilstein Handbook Reference),,True
243475,3564-75-8,BRN 1321466,,True
243530,3565-72-8,4-06-00-04722 (Beilstein Handbook Reference),,True
243616,3567-08-6,Stabinol,,True
243656,3567-62-2,4-12-00-01263 (Beilstein Handbook Reference),,True
243940,3568-23-8,Phenoctyl,,True
244101,3570-15-8,Nicamin,,True
244113,3570-29-4,Trichlorex,,True
244143,3570-58-9,4-04-00-00012 (Beilstein Handbook Reference),,True
244468,3579-62-2,Spasmalgan,,True
244753,3598-37-6,Plegicil,,True
244830,3602-55-9,4-07-00-02100 (Beilstein Handbook Reference),,True
244912,3608-75-1,PT,,True
244922,3610-27-3,3-02-00-00308 (Beilstein Handbook Reference),,True
245170,3615-87-0,Reichstein's substance U,,True
245536,3634-83-1,4-13-00-00293 (Beilstein Handbook Reference),,True
245727,3648-21-3,4-09-00-03180 (Beilstein Handbook Reference),,True
245822,3653-39-2,Hexamid,,True
245888,3658-48-8,4-01-00-01785 (Beilstein Handbook Reference),,True
246018,3670-68-6,Falicain,,True
246009,3670-68-6,5-20-02-00393 (Beilstein Handbook Reference),,True
246118,3681-17-2,4-03-00-01518 (Beilstein Handbook Reference),,True
246205,3684-73-9,Trecator,,True
246206,3684-73-9,Amidazine,,True
246335,3687-48-7,Matsutake alcohol,,True
246495,3689-24-5,Dithione,,True
246817,3697-24-3,4-05-00-02573 (Beilstein Handbook Reference),,True
247013,3709-43-1,NSC 1793,,True
247250,3731-39-3,"2-Methyl-N,N-dimethyl-4-aminoazobenzene",,True
247568,3734-97-2,Tetram,,True
247598,3735-33-9,4-21-00-05123 (Beilstein Handbook Reference),,True
247690,3736-08-1,Fenetylline,,True
247727,3736-81-0,Furamide,,True
247741,3736-92-3,5-25-02-00397 (Beilstein Handbook Reference),,True
247752,3737-08-4,Joduron,,True
247829,3739-38-6,4-10-00-00316 (Beilstein Handbook Reference),,True
248001,3759-61-3,4-06-00-04219 (Beilstein Handbook Reference),,True
248422,3773-14-6,4-06-00-01635 (Beilstein Handbook Reference),,True
248915,3796-70-1,FEMA No. 3542,,True
248916,3796-70-1,Geranyl acetone,,True
249019,3810-35-3,4-27-00-04679 (Beilstein Handbook Reference),,True
249078,3810-74-0,NSC 14083,,True
249079,3810-74-0,Estreptomicina,,True
249266,3813-14-7,"2,4,5-T amines",,True
249331,3818-50-6,Nemex,,True
249481,3836-23-5,4-08-00-01222 (Beilstein Handbook Reference),,True
249572,3844-45-9,Food Blue 1,,True
249554,3844-45-9,Food Blue No. 1,,True
249539,3844-45-9,Acid Sky Blue A,,True
249546,3844-45-9,Dolkwal Brilliant Blue,,True
249552,3844-45-9,Food Blue 2,,True
249641,3847-29-8,Erythrocin,,True
249645,3848-24-6,4-01-00-03687 (Beilstein Handbook Reference),,True
249785,3861-47-0,Totril,,True
250597,3934-87-0,4-08-00-02718 (Beilstein Handbook Reference),,True
250759,3944-87-4,4-01-00-02453 (Beilstein Handbook Reference),,True
250799,3952-78-1,4-14-00-00931 (Beilstein Handbook Reference),,True
250827,3953-10-4,4-02-00-01466 (Beilstein Handbook Reference),,True
250893,3963-95-9,Rondomycin,,True
250961,3969-57-1,4-16-00-01185 (Beilstein Handbook Reference),,True
251131,3983-45-7,4-06-00-00993 (Beilstein Handbook Reference),,True
251401,4016-11-9,5-17-03-00010 (Beilstein Handbook Reference),,True
251414,4016-14-2,5-17-03-00011 (Beilstein Handbook Reference),,True
251921,4067-16-7,4-04-00-01245 (Beilstein Handbook Reference),,True
252053,4075-81-4,Mycoban,,True
252059,4075-96-1,3-12-00-02668 (Beilstein Handbook Reference),,True
252110,4078-22-2,5-20-01-00053 (Beilstein Handbook Reference),,True
252225,4090-18-0,Sinoacutine,,True
252224,4090-18-0,Sinoacutin,,True
252313,4097-22-7,DDA,,True
252328,4097-36-3,Chemox general,,True
252451,4107-02-2,4-09-00-02502 (Beilstein Handbook Reference),,True
252554,4120-77-8,4-12-00-03441 (Beilstein Handbook Reference),,True
252596,4124-30-5,4-02-00-00503 (Beilstein Handbook Reference),,True
252685,4129-84-4,Solar Violet 5BN,,True
252690,4129-84-4,Violet 5BN,,True
252644,4129-84-4,Acid Violet 5B,,True
252806,4143-61-7,Ethyl azodicarboxylate,,True
252804,4143-61-7,Diethyl azodiformate,,True
252797,4143-61-7,EINECS 217-821-7,,True
253068,4164-32-3,4-27-00-00627 (Beilstein Handbook Reference),,True
253122,4169-04-4,Propylene glycol phenyl ether,,True
253119,4169-04-4,Dowanol PPH glycol ether,,True
253141,4170-30-3,RCRA waste number U053,,True
253140,4170-30-3,Propylene aldehyde,,True
253142,4170-30-3,UN 1143,,True
253285,4189-44-0,"Thiourea S,S-dioxide",,True
253304,4191-73-5,4-10-00-00375 (Beilstein Handbook Reference),,True
253581,4205-91-8,Duraclon,,True
253802,4219-49-2,4-02-00-01168 (Beilstein Handbook Reference),,True
253878,4223-11-4,4-01-00-02387 (Beilstein Handbook Reference),,True
254052,4238-82-8,1-Methyl-D-lysergic acid butanolamide,,True
254191,4253-11-6,4-10-00-00479 (Beilstein Handbook Reference),,True
254445,4268-37-5,Leritine,,True
254610,4291-63-8,NSC 105014-F,,True
254783,4299-60-9,Gantrisin,,True
254942,4309-70-0,Albamycin,,True
254948,4310-35-4,Pathilon,,True
255132,4319-56-6,Percorten,,True
255261,4329-01-5,4-05-00-01884 (Beilstein Handbook Reference),,True
255270,4329-03-7,4-06-00-06691 (Beilstein Handbook Reference),,True
255289,4329-07-1,4-05-00-01885 (Beilstein Handbook Reference),,True
255319,4330-99-8,RP 6549,,True
255318,4330-99-8,Bayer 1219,,True
255312,4330-99-8,Temaril,,True
255505,4337-86-4,4-27-00-01312 (Beilstein Handbook Reference),,True
255529,4341-85-9,Malononitrile,,True
255676,4350-09-8,5-22-14-00278 (Beilstein Handbook Reference),,True
256141,4378-36-3,4-27-00-01050 (Beilstein Handbook Reference),,True
256477,4394-05-2,Acidum nixylicum,,True
256476,4394-05-2,Acido nixilico,,True
256475,4394-05-2,Acide nixylique,,True
256509,4396-01-4,1-(2-Piperidinyl)-2-propanone,,True
256661,4404-43-7,Fluorescent Brightener 28,,True
256699,4406-35-3,Allopregnanolone,,True
256700,4406-35-3,Epiallopregnanolone,,True
256757,4411-80-7,5-23-08-00081 (Beilstein Handbook Reference),,True
256841,4415-69-4,"Phenylalanine, alpha-methyl-",,True
257268,4432-31-9,MES,,True
257263,4432-31-9,4-27-00-00370 (Beilstein Handbook Reference),,True
257382,4435-53-4,CCRIS 6696,,True
257596,4443-09-8,5-18-04-00571 (Beilstein Handbook Reference),,True
257666,4454-05-1,5-17-03-00196 (Beilstein Handbook Reference),,True
257710,4460-32-6,5-20-01-00115 (Beilstein Handbook Reference),,True
257811,4468-02-4,Zicam,,True
257850,4471-41-4,4-14-00-00462 (Beilstein Handbook Reference),,True
258269,4499-40-5,Choledyl SA,,True
258805,4551-59-1,Fenamide,,True
259276,4611-02-3,Neuriplege,,True
259316,4617-17-8,4-03-00-00333 (Beilstein Handbook Reference),,True
259593,4638-92-0,4-09-00-00169 (Beilstein Handbook Reference),,True
259690,4655-34-9,4-02-00-01525 (Beilstein Handbook Reference),,True
259910,4672-49-5,4-04-00-00019 (Beilstein Handbook Reference),,True
259975,4675-87-0,EINECS 225-127-0,,True
259999,4678-44-8,G-II,,True
260164,4685-14-7,Dextrone,,True
260221,4687-94-9,R 115,,True
260261,4695-09-4,2-Mercapto-2-phenylacetic acid,,True
260286,4695-62-9,"1,3,3-Trimethylbicyclo(2.2.1)heptan-2-one",,True
260324,4696-76-8,4-18-00-07631 (Beilstein Handbook Reference),,True
260654,4720-86-9,Tetrahydrophthalimide (VAN),,True
260935,4741-41-7,Relane,,True
260956,4744-12-1,"Propanal, 2-amino-",,True
260959,4744-36-9,Isourea,,True
260960,4744-36-9,Pseudourea,,True
261556,4800-94-6,Unipen,,True
261728,4824-78-6,Nexagan,,True
261971,4849-32-5,Tendex,,True
262031,4856-87-5,4-21-00-04640 (Beilstein Handbook Reference),,True
262051,4857-44-7,MHA,,True
262310,4891-15-0,Estracyt,,True
262373,4897-31-8,5-23-04-00493 (Beilstein Handbook Reference),,True
262422,4906-84-7,DAC,,True
263455,5034-77-5,BIC,,True
263498,5036-03-3,5-24-01-00162 (Beilstein Handbook Reference),,True
263778,5064-31-3,Trilon A,,True
263970,5090-37-9,Eunasin,,True
264041,5096-57-1,NSC 36351,,True
264040,5096-57-1,Xanthopuccine,,True
264035,5096-57-1,Canadine,,True
264165,5103-96-8,Pyridoxamine HCl,,True
264420,5131-24-8,Leucon,,True
264474,5131-66-8,4-01-00-02471 (Beilstein Handbook Reference),,True
265170,5205-72-1,5-21-05-00437 (Beilstein Handbook Reference),,True
265387,5224-23-7,Triethyl lead chloride,,True
265553,5240-32-4,4-06-00-00349 (Beilstein Handbook Reference),,True
265628,5251-93-4,Topcide,,True
265761,5263-02-5,Zinc carbonate,,True
265958,5281-13-0,Piperonal,,True
265968,5281-76-5,4-01-00-03984 (Beilstein Handbook Reference),,True
266039,5286-73-7,4-01-00-02447 (Beilstein Handbook Reference),,True
266047,5287-45-6,MBT,,True
266169,5299-67-2,4-27-00-00278 (Beilstein Handbook Reference),,True
266259,5306-80-9,PS 207,,True
266465,5323-95-5,Ricinoleic acid,,True
266671,5332-73-0,4-04-00-01623 (Beilstein Handbook Reference),,True
266772,5334-99-6,4-26-00-03541 (Beilstein Handbook Reference),,True
266891,5338-53-4,4-27-00-00278 (Beilstein Handbook Reference),,True
266897,5338-65-8,4-27-00-00278 (Beilstein Handbook Reference),,True
267108,5349-20-2,4-03-00-00332 (Beilstein Handbook Reference),,True
267163,5350-26-5,4-14-00-00404 (Beilstein Handbook Reference),,True
267188,5351-17-7,4-14-00-01159 (Beilstein Handbook Reference),,True
267383,5374-06-1,4-06-00-06074 (Beilstein Handbook Reference),,True
267438,5379-20-4,4-05-00-01386 (Beilstein Handbook Reference),,True
267450,5380-87-0,5-17-03-00347 (Beilstein Handbook Reference),,True
267546,5391-52-6,1-Acetylimidazolidine-2-thione,,True
267589,5392-40-5,FEMA No. 2303,,True
